 4.36, 3.29, 0.00,-0.000
 3.91, 3.29, 0.00,0.000
 4.03, 3.29,-0.10,-0.000
 3.95, 3.29, 0.00,0.000
 3.93, 3.29, 0.00,0.000
 3.91, 3.29, 0.00,0.000
 3.90, 3.29, 0.00,0.000
 3.97, 3.29,-0.10,-0.000
 3.97, 3.29, 0.00,0.000
 3.88, 3.30,-0.10,0.000
 4.00, 3.29, 0.00,0.000
 3.86, 3.30, 0.00,0.000
 3.86, 3.29, 0.00,0.000
 3.92, 3.30, 0.00,-0.000
 3.85, 3.30, 0.00,0.000
 3.80, 3.29, 0.00,0.000
 3.95, 3.29, 0.00,0.000
 3.83, 3.29,-0.10,0.000
 3.83, 3.29,-0.10,-0.000
 3.85, 3.29, 0.00,0.000
 3.84, 3.30, 0.00,0.000
 3.80, 3.29,-0.10,0.000
 3.79, 3.29, 0.00,0.000
 3.88, 3.30,-0.10,0.000
 3.86, 3.29, 0.00,0.000
 3.73, 3.29, 0.00,0.000
 3.77, 3.29, 0.00,0.000
 3.76, 3.30, 0.00,0.000
 3.77, 3.29, 0.00,-0.000
 3.83, 3.29, 0.00,0.000
 3.72, 3.29, 0.00,-0.000
 3.75, 3.29, 0.00,-0.000
 3.77, 3.30, 0.00,0.000
 3.75, 3.29, 0.00,0.000
 3.76, 3.29, 0.00,0.000
 3.78, 3.29,-0.10,0.000
 3.74, 3.29, 0.00,0.000
 3.78, 3.30, 0.00,0.000
 3.74, 3.29, 0.00,0.000
 3.75, 3.29, 0.00,0.000
 3.73, 3.30, 0.00,0.000
 3.74, 3.29, 0.00,0.000
 3.73, 3.29, 0.10,0.000
 3.78, 3.29, 0.00,0.000
 3.71, 3.29, 0.00,0.000
 3.74, 3.30, 0.00,0.000
 3.69, 3.29, 0.00,0.000
 3.73, 3.29, 0.00,0.000
 3.75, 3.29, 0.00,-0.000
 3.69, 3.29,-0.10,-0.000
 3.78, 3.29, 0.00,0.000
 3.71, 3.29, 0.00,0.000
 3.79, 3.30, 0.00,0.000
 3.71, 3.29,-0.10,-0.000
 3.72, 3.30, 0.00,0.000
 3.70, 3.29, 0.00,-0.000
 3.71, 3.30, 0.00,0.000
 3.80, 3.29, 0.00,0.000
 3.72, 3.29, 0.00,0.000
 3.70, 3.30, 0.00,0.000
 3.69, 3.29,-0.10,-0.000
 3.71, 3.29, 0.00,0.000
 3.69, 3.30,-0.10,-0.000
 3.69, 3.29, 0.00,0.000
 3.70, 3.30, 0.00,-0.000
 3.69, 3.29, 0.00,0.000
 3.70, 3.29,-0.10,-0.000
 3.68, 3.30, 0.00,0.000
 3.68, 3.29, 0.00,0.000
 3.68, 3.30, 0.00,0.000
 3.69, 3.30, 0.00,0.000
 3.68, 3.29, 0.00,0.000
 3.67, 3.29, 0.00,0.000
 3.67, 3.29, 0.00,0.000
 3.67, 3.29, 0.00,0.000
 3.68, 3.30, 0.00,-0.000
 3.68, 3.29,-0.10,-0.000
 3.66, 3.30, 0.00,0.000
 3.68, 3.30, 0.00,0.000
 3.66, 3.30, 0.00,0.000
 3.66, 3.30, 0.00,0.000
 3.72, 3.30,-0.10,0.000
 3.76, 3.30,-0.10,-0.000
 3.66, 3.29, 0.00,0.000
 3.66, 3.29, 0.00,0.000
 3.62, 3.29,-0.10,-0.000
 3.75, 3.30,-0.10,0.000
 3.66, 3.30, 0.00,0.000
 3.66, 3.29, 0.00,-0.000
 3.64, 3.29, 0.00,0.000
 3.73, 3.30, 0.00,-0.000
 3.62, 3.29, 0.00,0.000
 3.70, 3.30, 0.00,0.000
 3.63, 3.29, 0.00,0.000
 3.68, 3.29,-0.10,-0.000
 3.63, 3.30, 0.00,0.000
 3.63, 3.29, 0.00,0.000
 3.63, 3.30, 0.00,0.000
 3.68, 3.29, 0.00,0.000
 3.74, 3.29, 0.00,0.000
 3.64, 3.29,-0.10,-0.000
 3.59, 3.29, 0.00,0.000
 3.65, 3.30, 0.00,0.000
 3.64, 3.30, 0.00,-0.000
 3.66, 3.29, 0.00,0.000
 3.61, 3.29,-0.10,0.000
 3.62, 3.29, 0.00,0.000
 3.66, 3.30,-0.10,-0.000
 3.66, 3.29, 0.00,0.000
 3.67, 3.29,-0.10,0.000
 3.66, 3.30, 0.00,0.000
 3.61, 3.29, 0.00,0.000
 3.60, 3.30, 0.00,0.000
 3.64, 3.30, 0.00,-0.000
 3.65, 3.29,-0.10,-0.000
 3.56, 3.30,-0.10,0.000
 3.61, 3.30, 0.00,0.000
 3.66, 3.29,-0.10,-0.000
 3.55, 3.29, 0.00,0.000
 3.59, 3.29, 0.00,0.000
 3.57, 3.29, 0.00,0.000
 3.64, 3.30, 0.00,0.000
 3.60, 3.30, 0.00,-0.000
 3.64, 3.29, 0.00,0.000
 3.61, 3.30, 0.00,0.000
 3.55, 3.30, 0.00,0.000
 3.58, 3.30, 0.00,0.000
 3.59, 3.29, 0.00,0.000
 3.64, 3.30, 0.00,-0.000
 3.58, 3.29, 0.00,0.000
 3.68, 3.30,-0.10,-0.000
 3.55, 3.29,-0.10,-0.000
 3.60, 3.29, 0.00,0.000
 3.63, 3.30, 0.00,0.000
 3.58, 3.29, 0.00,0.000
 3.59, 3.29, 0.00,-0.000
 3.56, 3.29, 0.00,0.000
 3.63, 3.29, 0.00,-0.000
 3.57, 3.30, 0.00,0.000
 3.59, 3.30, 0.00,0.000
 3.58, 3.30, 0.00,-0.000
 3.59, 3.29, 0.00,0.000
 3.57, 3.29, 0.00,-0.000
 3.57, 3.29, 0.00,-0.000
 3.57, 3.29,-0.10,0.000
 3.56, 3.29, 0.00,0.000
 3.61, 3.29, 0.00,0.000
 3.56, 3.29,-0.10,0.000
 3.65, 3.29, 0.00,-0.000
 3.64, 3.30, 0.00,0.000
 3.60, 3.30, 0.00,-0.000
 3.52, 3.29, 0.00,0.000
 3.56, 3.29,-0.10,-0.000
 3.57, 3.30, 0.00,0.000
 3.56, 3.30, 0.00,0.000
 3.59, 3.29, 0.00,-0.000
 3.63, 3.29,-0.10,-0.000
 3.61, 3.30, 0.00,0.000
 3.59, 3.29, 0.00,-0.000
 3.52, 3.30,-0.10,-0.000
 3.55, 3.29,-0.10,-0.000
 3.55, 3.30,-0.10,0.000
 3.54, 3.29, 0.00,0.000
 3.54, 3.29, 0.00,0.000
 3.56, 3.29, 0.00,0.000
 3.59, 3.29,-0.10,-0.000
 3.54, 3.30, 0.00,0.000
 3.59, 3.29, 0.00,0.000
 3.54, 3.29, 0.00,0.000
 3.59, 3.29, 0.00,0.000
 3.54, 3.29, 0.00,-0.000
 3.52, 3.29,-0.10,-0.000
 3.57, 3.29,-0.10,-0.000
 3.53, 3.29, 0.00,-0.000
 3.54, 3.29, 0.00,0.000
 3.52, 3.29, 0.00,0.000
 3.61, 3.30, 0.00,0.000
 3.52, 3.29,-0.10,0.000
 3.52, 3.29, 0.00,-0.000
 3.56, 3.30, 0.00,0.000
 3.52, 3.29, 0.00,0.000
 3.52, 3.29, 0.00,0.000
 3.52, 3.29,-0.10,-0.000
 3.52, 3.30, 0.00,0.000
 3.48, 3.30, 0.00,0.000
 3.51, 3.29, 0.00,0.000
 3.51, 3.29,-0.10,-0.000
 3.50, 3.29, 0.00,0.000
 3.51, 3.29, 0.00,0.000
 3.50, 3.29, 0.00,0.000
 3.51, 3.29,-0.10,0.000
 3.51, 3.29, 0.00,0.000
 3.50, 3.29, 0.00,0.000
 3.49, 3.29,-0.10,-0.000
 3.50, 3.29,-0.10,-0.000
 3.49, 3.30, 0.00,0.000
 3.49, 3.30, 0.00,-0.000
 3.50, 3.30,-0.10,0.000
 3.55, 3.29, 0.00,0.000
 3.49, 3.29, 0.00,0.000
 3.48, 3.29, 0.00,-0.000
 3.49, 3.29, 0.00,0.000
 3.49, 3.29, 0.00,0.000
 3.52, 3.29,-0.10,-0.000
